review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,date_str,date,year_month,brand,product_name
R3E563Z02CE6N9,B0BYC52LYP,5.0 out of 5 stars The Ultimate Bluetooth Speaker!,Nelson Lista,5.0,"I'm blown away by my Ultimate Ears EVERBOOM. It’s truly the best! The bass is incredible, and the 360-degree surround sound delivers an immersive experience. Plus, it’s floatable and waterproof with IP67 certification, perfect for any adventure. The battery lasts up to 20 hours, and the 180-foot range is impressive. If you’re looking for quality and durability, this speaker is for you. Highly recommend!","Reviewed in the United States October 1, 2024",AEIKVTYELJZPN3CTV37LHOEML4RQ,1,3,Color: Black,"October 1, 2024",2024-10-01,2024-10,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
R1DME16K25CY2G,B0BYC52LYP,5.0 out of 5 stars Best speaker I have,GoForBrandon,5.0,"The speaker blows me away, put it in the middle of the room and you have literally 360° sound or you can put it in your hot tub and it’ll just float there, WHILE STILL PLAYING MUSIC!!Battery life is great, build quality is amazing,all in all you can’t go wrong with this speaker","Reviewed in the United States October 13, 2024",AHMJWZUAB2ADRVT3ESXTGKAPGMBA,1,2,Color: Black,"October 13, 2024",2024-10-13,2024-10,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
R256FAIVE5YJGD,B0BYC52LYP,4.0 out of 5 stars loud but not loud enough,michael clark,4.0,it sounds great but once outside it loses its range for sound a bit. with 2 together its great but at 500 bucks could probably get a better system.,"Reviewed in the United States January 26, 2025",AE2TYUPSWM3BMMJBMT3QPSCUACGA,1,0,Color: Blue,"January 26, 2025",2025-01-26,2025-01,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
REUN9NLPQWGTA,B0BYC52LYP,5.0 out of 5 stars Daughter loves it!,Mntnbiker747,5.0,"Such rich, room-filling sound.My brother got me the smaller Wonderboom speakers several years ago and, I’m so impressed, I chose this bigger unit over Sonos for my daughter and she loves it.","Reviewed in the United States December 28, 2024",AEAU73SCRENN6T3KILZ6O4IKCQZA,1,0,Color: Blue,"December 28, 2024",2024-12-28,2024-12,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
R2M1K8MTJUBGI5,B0BYC52LYP,5.0 out of 5 stars Speaker is amazing,Stylesh Kenna,5.0,"I had been looking for a suitable speaker to travel and take around with me and when I came across this I tried my luck and super happy I did because this speaker is everything. The sound goes up extremely loud. I can literally take it anywhere, it’s very light weight and can fit perfectly in smaller bags. Really good buy","Reviewed in the United States September 14, 2024",AFAKQOIGVNHGSOSJDHNVX4S3PIRQ,1,3,Color: Black,"September 14, 2024",2024-09-14,2024-09,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
RWNXFB87I0SH,B0BYC52LYP,3.0 out of 5 stars Ok sound and great with drop protection,Dr. J,3.0,"Sounds good but the bass is very blasted. The mids are not there and the app doesn't have that much of customization. It claims to be drop proof and water proof. I did drop it in a pool and it survived but I have doubts about dropping it on a floor because of the size of this speaker. Also, for this big of a speaker the sound is not matching the size. It doesn't sound full and the max volume is not that loud for the size. The battery like is pretty good but again, at the max volume the sound gets bit noisy and the battery drops pretty fast. It is easy to use since its bluetooth but for the price there are other better options out there.","Reviewed in the United States March 7, 2025",AHSWHTSV2ELBH2OCRSJDV6WJ53TQ,1,0,Color: Black,"March 7, 2025",2025-03-07,2025-03,Ultimate Ears,Ultimate Ears EVERBOOM - Portable Bluetooth Speaker
R1V1VE2DAH2VT4,B08X4YMTPM,5.0 out of 5 stars Great sound and perfect gift,Daniel,5.0,"I bought the JBL Charge 5 as a Christmas gift for my partner, and it turned out to be the perfect choice. They’ve been using it nonstop ever since, and we’re both really impressed by how powerful and clear the sound is for such a compact speaker. The bass is strong without being overwhelming, and the mids and highs are crisp even at higher volumes. It’s loud enough to fill a room or even use outdoors without losing audio quality. We’ve used it for everything from morning podcasts to evening backyard hangouts, and it delivers every time.One of the standout features is the battery life. We easily get a full day’s use out of it, and the fact that it can charge other devices with the built-in powerbank feature is a huge bonus. It’s convenient not having to pack an extra charger when we’re on the go.Pairing is simple and fast with Bluetooth, and the JBL PartyBoost feature is great if you have more JBL speakers to link up for a bigger sound. We haven’t used that yet, but it’s nice to know it’s there if we expand our setup.Overall, my partner was genuinely thrilled with this gift—and I honestly think I’ll end up getting one for myself too. It’s an excellent speaker with premium sound, long battery life, and a rugged design. Highly recommend it to anyone looking for a portable speaker that doesn’t compromise on performance.","Reviewed in the United States March 26, 2025",AE6J7WB6CFUL4TXIJRZUKPNYFPAA,1,6,Color: Black,"March 26, 2025",2025-03-26,2025-03,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R3AK5LLZ1VVTWJ,B08X4YMTPM,"5.0 out of 5 stars INSANE Speaker! Quality, volume, battery, and features make this THE BEST!",Jeremy,5.0,"The JBL Charge 5 is the BEST speaker I have ever owned. I have had the average run-of-the-mill bluetooth speaker that has around a $20 value, for over a year, and I thought it was good sound quality, and I never thought I needed something “fancy.” Well, that speaker started having problems, and I was carefully searching for another speaker. I found this speaker and I thought I would try something new. I only had one thought as I played music out of it for the first time. WOW! The JBL Charge 5 has the best sound quality I had ever heard from a bluetooth speaker. I don’t ever plan on getting another speaker; that is, a speaker that isn’t JBL or an upgraded version of the Charge 5. The clarity is absolutely stunning! The bass is DEEP. I can feel the bass through my whole room! The volume is insane. I rarely have it over 50%, but in the event where I need it louder, I turn it up. I once had music filling a whole event center that was quite a reasonable size. If I could choose one word to describe this speaker, it would be “Stunning,” “Powerful,” or “Supercharged!(Pun intended.)” On that note, the battery life on this thing is long! I once had the speaker provide some background noise for about two days and the battery life was barely lower than 70% (I think…it’s hard to tell exactly with the battery indicator; definitely above 60%). Of course, the battery drains quicker when you have the speaker playing at high volumes. Also, it can take some water. Some being a little, I prefer not to put it to the test. Here is my takeaway:DESIGN: 9/10 Great! I love the fabric covering. The JBL logo is made of metal, which makes it look very nice and official. The buttons are easy to distinguish, and the light is on the power, bluetooth, and there is a ring of light around those two buttons when PartyBoost is in effect. There is a battery bar right below the JBL Logo, and it serves as a general battery indicator. You can get the 100%, 75%, 50%, and 25%. You can get more info on the battery via the app. The weight is surprisingly light, considering the volume this speaker is capable of. Although, it isn’t the most portable of portable speakers as it is a little big and has a football shape. You can get a case for it that has a strap though. For the skip feature, you have to press the play/pause button twice. Make sure that when you do this, you maintain a consistent interval of time between the two presses. If you do it too fast it will just pause. If you do it too slow, it will just pause then play again.BATTERY: 10/10 Perfect! I absolutely love the battery. I’m the kind of person that prefers the longest possible battery, and doing whatever it takes to preserve it. I don’t have to worry much about this battery. Like I said, it has provided some low music for almost 2 days and the battery wasn’t that affected. However, the battery life will drain much more rapidly when using the speaker at high volumes. I currently use this speaker with a projector to watch TV. I have watched lots of movies and TV shows, and I don’t have to pay much attention to the battery. I just plug it in every other night, and it does great! And having a battery bank is the cherry on top. I haven’t used it much, as I keep most of my devices fully charged, but I think it is awesome that it has a battery bank if I need it.SOUND QUALITY: 10/10(10.5/10) Stunning! I didn’t expect that sound quality could get this good for a bluetooth speaker. JBL means business! When I turn it to high volumes, I can actually feel air blowing from it! On that note, it can go REALLY high in volume. I did not expect that at all. Insane volume. As stated earlier, I use this with a projector, and for all my TV. Watching movies with this speaker makes the entire experience cinematic! A much bigger upgrade compared to the sound TV’s come with. I would even say that it can contend with some soundbars out there (not the JBL Surround Sound System though…that one seems like the top-tier of JBL). This speaker was my first experience with JBL speakers (other than the car speakers) and I was very impressed. It has been the best sound experience I have ever had. Really clear and crisp audio, and when I say “really,” I mean truly! When playing music, I can hear every instrument, every breath, and incredible bass. The bass is a superstar in and of itself. Like I said, the bass shakes my whole room when playing music, and when watching movies! The side radiators really, really pack a punch! There is even an adjustable EQ on the app. Though I prefer what the speaker came with. It is a little pricey, (just a little) but know that you get what you pay for! I don’t think that I can ever go back to what I had…PARTYBOOST: 9/10 Great! I had one, so I bought two more so I could create a surround sound with my TV. It kinda worked. I think I had some sort of connectivity issue, so all I’ll say is that the range might not be that great, so make sure you keep them somewhat close. If you have a projector that has bluetooth and you want to use PartyBoost, I would consider researching what you can do with the Bluetooth latency (As stated earlier, I watch TV with this, and please note there IS some lag between sound and video, as bluetooth will do. However, that is just bluetooth technology, not JBL. Over time my ears and eyes have adjusted, and now it is not that big a deal). In addition to standard bluetooth latency, PartyBoost will make this delay greater (I ended up returning the other two because of this issue). For music, this is not a problem, because it is just sound and no video. With music, PartyBoost is pretty cool! It really creates a much louder and much cooler sound experience. You can even use just two for a stereo effect, and it works great!Overall, this has been the BEST bluetooth speaker experience I have ever had. You better believe I’ll be there for the Charge 6 or 7 or wherever they decide to take this. They really have something good going here. I would 110% recommend this! If you are reading this review, and you would like an upgrade to your typical listening experience, know that this is one of the best out there! And if you catch this at a discounted price, you’ll know you are getting a great deal. JBL has been the best listening experience for me. I will continue buying their products if they keep supplying a high-quality experience. I mean, let the 27,000 ratings with a 4.8 overall rating speak for itself. Here is a simplified pro-con list:PROS-Excellent audio clarity-Excellent bass-Excellent overall sound-Exceptional volume-Long battery life-Battery bank feature-Waterproof feature-Adjustable EQ-Stereo Effect-PartyBoost for multiple speakersCONS-Button timing for the skip track-Could be slightly more portable (We do have the Flip speakers for that though)","Reviewed in the United States April 5, 2024",AEDM32EKQE2HOHUCSXFF2Z27F7NQ,1,163,Color: Black,"April 5, 2024",2024-04-05,2024-04,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R3RKDJFQLNMHYE,B08X4YMTPM,5.0 out of 5 stars Overall an excellent product when it’s on sale!,Elizabeth A. Krause,5.0,we love the speaker! It works so well outside by the pool or even inside the house when I’m cleaning or working in the office. The sound is great and very clear. There is a good level of base and clarity. The charge lasts pretty much all day so taking it outside is very nice. We did purchase this on sale so it was a very good deal. This purchase was an upgrade after having another one outlive itself. I believe we will stay with this brand and replace it if and when that happens. Overall a great product.,"Reviewed in the United States February 16, 2025",AHWTB6LQVFEKQJKIYCZLEFIL5J3A,1,2,Color: Black,"February 16, 2025",2025-02-16,2025-02,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R1JW17NN9PVA1W,B08X4YMTPM,5.0 out of 5 stars New favorite,Rachel,5.0,Amazing speaker. Sound quality is amazing. The shape and style of it looks nice and expensive. I love the grey color. It’s not to bulky and it work better then I even expected. It connects to easy and makes any gathering that much better or makes me dance while I do the dishes alone. Only buying JBL speakers from now on,"Reviewed in the United States March 23, 2025",AETLEBPDO6SRZXK7CJKH5KQ2ND2A,1,0,Color: Gray,"March 23, 2025",2025-03-23,2025-03,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R30K8G1EQTAYDC,B08X4YMTPM,5.0 out of 5 stars High quality product,Pinky,5.0,"Bigger than expected, sounds quality is perfect. Was worth the purchase.Hope it remains the same because the delivery box was somewhat destroyed. Besides from that everything is great.","Reviewed in the United States April 17, 2025",AHSLXHRABQSSRSWWWPD2PQ56CLLA,1,0,Color: Camouflage,"April 17, 2025",2025-04-17,2025-04,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R3UWRV6O5LI37F,B08X4YMTPM,5.0 out of 5 stars Great long lasting speaker,B,5.0,"Excellent sound and excellent battery life. I’ve dropped it in water with no effect, no connection problems, easy to use. Very durable.","Reviewed in the United States March 31, 2025",AHC4EEC5HS5ZTVMXRBRZBWNAAVSQ,1,0,Color: Camouflage,"March 31, 2025",2025-03-31,2025-03,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
RWOCIIF4ULWH,B08X4YMTPM,4.0 out of 5 stars Monitor the charge cycle.,Randy Nurnberg,4.0,Mighty fine unit with great sound! Make sure you never drop it! Don't charge the battery unattended and unplug the charge cord after full charge.,"Reviewed in the United States March 21, 2025",AG7PVYUN2PAHGKML6TGYDBJGZDZA,1,0,Color: Camouflage,"March 21, 2025",2025-03-21,2025-03,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R5AZ2R13KLBAO,B08X4YMTPM,5.0 out of 5 stars Very solid Bluetooth speaker,Tyberius,5.0,Bought the Bose sound link and this one to compare the two and I ended up keeping the JBL charge 5. It was on sale for a great price and had a more punchy bass compared to the Bose sound link. The mids and highs are solid but maybe not as good as the sound link. Both have very different sounds but I definitely recommend the JBL charge 5 as a more than solid Bluetooth speaker,"Reviewed in the United States April 18, 2025",AG3NVME4JYNB5QOU2FGE65MMJ6UQ,1,0,Color: Black,"April 18, 2025",2025-04-18,2025-04,JBL,JBL Charge 5 - Portable Waterproof Bluetooth Speaker
R20S61ZXL3M7J3,B0D6WD2QSQ,"5.0 out of 5 stars Portable, Powerful, and Built to",Claudia janeth Jaimes,5.0,"I’m thoroughly impressed with the Bose SoundLink Flex. This portable Bluetooth speaker packs an incredible punch, delivering rich, clear sound and deep bass that fills any space—even outdoors. The battery life is excellent, providing hours of uninterrupted music whether I’m at the beach, on a hike, or just relaxing in the backyard.I also appreciate its rugged, waterproof design, which gives me peace of mind even during unexpected weather. The Bluetooth pairing is fast and reliable, making setup a breeze. Overall, this speaker combines durability, performance, and portability in one sleek package. Highly recommended for anyone looking for high-quality sound on the go!","Reviewed in the United States April 14, 2025",AEAITP4PL7NDNRQ5XXOUNM2YJWOQ,1,9,Color: Alpine Sage,"April 14, 2025",2025-04-14,2025-04,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
R2863AU57RID9V,B0D6WD2QSQ,5.0 out of 5 stars Worth it! Premium sound in a small package.,Emery G,5.0,"After years of experimenting with various Bluetooth speakers, I finally decided to invest in the Bose SoundLink Flex, and I can confidently say it was worth every penny. This compact speaker has completely redefined my expectations for portable audio.Right out of the box, the SoundLink Flex exudes quality.The rugged, soft-touch exterior feels durable and ready for any adventure, while the sleek design is undeniably Bose. But it's the sound that truly sets this speaker apart.The audio performance is astonishing for its size. The bass is surprisingly deep and punchy, the mids are clear and detailed, and the highs are crisp without being harsh.What truly impressed me, however, is the PositionIQ technology. The speaker automatically adjusts its sound profile depending on its orientation, whether it's standing upright, lying flat, or hanging by its utility loop. This seamless adaptation ensures optimal sound quality in any situation, a feature I've found incredibly useful.The battery life is excellent, easily lasting through a full day of listening, and the Bluetooth connectivity is rock-solid. The IP67 rating provides peace of mind, knowing it can withstand dust and water, making it perfect for outdoor use.While the price point is higher than some other Bluetooth speakers, the Bose SoundLink Flex delivers a premium audio experience that justifies the investment. If you're looking for a portable speaker that combines exceptional sound quality, rugged durability, and intelligent features, the Bose SoundLink Flex is a clear winner. It's a pocket rocket of premium sound that I highly recommend.","Reviewed in the United States March 23, 2025",AE2IREULAGW6VLDHQ6STH7LPFBUQ,1,17,Color: Blue Dusk,"March 23, 2025",2025-03-23,2025-03,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
R2QEL58QCPBBI,B0D6WD2QSQ,5.0 out of 5 stars Has become My Best Friend! A Jewel!,Jilly McFee,5.0,"I really, really enjoy this speaker almost as much as my two Yorkies.🐾👏❣️So simple to use. The sound is rich. Connection to WIFI is immediate. I can fire it up, leave my cell in a room then walk all over a 2,328 sq ft home carrying this beauty with me enjoying perfect transmission. Long battery life and fast charging. The suede feel is pleasing to the touch. Not too heavy and a convenient size. Wish I would have known about it long ago. If you are a podcast fan, this is heaven.","Reviewed in the United States March 14, 2025",AFTNVBFJPJMWMYBSCK4UVPCFAWLA,1,18,Color: Black,"March 14, 2025",2025-03-14,2025-03,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
R1B2IUVPKIY4B2,B0D6WD2QSQ,5.0 out of 5 stars BOSE Quality!,Bahadir Karaorman,5.0,"Wonderful Speakers! I love the sound quality, design and ease of use. One of my favorite things is; you can connect both your computer and phone, when you stop using one of them, it automatically connects to the other device. Also, great price for the quality.","Reviewed in the United States April 6, 2025",AFW3RXQWNB4MSZOSJKF3TVQ2HCXA,1,11,Color: Black,"April 6, 2025",2025-04-06,2025-04,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
R1LIYN6YAGMFBL,B0D6WD2QSQ,"5.0 out of 5 stars Bose does not disappoint: Amazing sound for a compact, portable speaker",Brian,5.0,"I wanted a speaker primarily for my home office to play music while I work from home. After reading reviews I decided on the Bose and wow, I'm glad I did. I've had other Bose products and regard the brand as among the upper echelon of sound equipment. For a very reasonable price the SoundLink Flex is impressive.Highs and mid-range are clear, and low-end is more substantial than expected fora compact design. The sound quality from such a small unit is amazing.Bluetooth connectivity to my iMac was a snap. This is a perfect portable sound solution, something you can take on vacation, to the park or beach, use around the house (pool, office, wherever). Would highly recommend and might just buy another.","Reviewed in the United States February 28, 2025",AHUFW7T6FROMK4E2MLFM2WLBGCLA,1,14,Color: Blue Dusk,"February 28, 2025",2025-02-28,2025-02,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
R1F2LZ4LGIUTPN,B0D6WD2QSQ,5.0 out of 5 stars Awesome little speaker with great sound,Jimbo,5.0,"The media could not be loaded. My last small speaker was a skull candy air raid and back over 10 years ago it was awesome. I gifted the SC speaker to my daughter years back. Then I went and got a JBL partybox100 and love the darn thing but it is heavy. I knew I needed a small portable speaker for when I grill or I an in the garage working on something. I wanted clear sound on a small portable package that could fill a small room. I immediately went to check the JBL portable speakers around the same size. I sampled several but I really liked the sound of the Bose. I never had any bose anything before. It was going for $119 and it has an app to control the features on the speaker. It is very light weight for the size, I wanted something other than black and went with the blue. The construction feels good, it’s waterproof and shock resistant. The bluetooth picked up right away. I walked outside my house with my phone and never lost connectivity. Now the battery life, this is not for the whole day. If you have the EQ setting with a lower bass setting at 70% volume you are loosing 10% charge around every hour it was my estimation. So at a good high volume you can get a good solid 8-9 hours of play. If you have it lets say on your desk close to you at a 20% volume you might get the 12 hours. Now you can play while charging, it might take longer to charge but you will still get to enjoy your music. Charge cable provided is a usb-c to usb-a but you can use a usb-c to usb-c cable with any wall charger 12watt or higher. Match your cable watt rating to your wall plug watt rating. Meaning its better to have a higher rated cable than your wall plug. Example: 20watt wall plug with 60 watt usb-c cable its all you need. Buy quality chargers and cables Anker is one of my preferred brands. Highly recommend getting the free Bose app as it will update the software of your speaker when ever it drops and you can adjust your EQ settings. If you want a thumper go with a JBL it puts out more bass. If you want a bit clearer more balanced sound get the Bose. Pretty happy with my purchase. Posted a video but the sound from the recording does not do it justice.","Reviewed in the United States April 15, 2025",AHXCVP2UMLTJH77NOQMFYNHVFUAA,1,9,Color: Blue Dusk,"April 15, 2025",2025-04-15,2025-04,Bose,Bose SoundLink Flex (2nd Gen) - Portable Bluetooth Speaker
